name,rating,reviews,type_and_location
Trianz,3.4,(683),IT Services & Consulting | Hyderabad +9 other locations
Vindhya Telelinks,4.0,(683),Hardware & Networking | Lucknow +93 other locations
Doosan Power Systems,4.3,(682),Power | Gurugram +31 other locations
Ness Digital Engineering,3.4,(682),IT Services & Consulting | Bengaluru +11 other locations
Tredence,3.4,(682),IT Services & Consulting | Bengaluru +9 other locations
Central Bank of India,3.9,(681),Banking | Mumbai +203 other locations
Radico Khaitan,4.0,(681),Beverage | Rampur +79 other locations
TTK Prestige,3.8,(681),Consumer Electronics & Appliances | Bengaluru +84 other locations
Patel Engineering,4.1,(681),Engineering & Construction | Mumbai +69 other locations
Flash Electronics,3.6,(681),Electronics Manufacturing | Pune +23 other locations
Orient Cement,4.4,(680),Building Material | Hyderabad +70 other locations
Cohesity,3.9,(679),Software Product | Pune +47 other locations
Office Beacon,4.6,(679),BPO | Vadodara +22 other locations
Caparo Engineering India,4.0,(679),Auto Components | Chennai +34 other locations
Wuerth,3.5,(679),Industrial Machinery | Pune +65 other locations
IHG,3.5,(678),Hospitality | New Delhi +44 other locations
Kaar Tech,4.4,(678),IT Services & Consulting | Chennai +12 other locations
ReSource Pro,3.8,(678),BPO | Bengaluru +9 other locations
Keventer,3.8,(678),FMCG | Kolkata +65 other locations
Bisk Farm,4.0,(678),Food Processing | Kolkata +138 other locations
Testbook.com,3.3,(678),EdTech | Noida +30 other locations
Medtronic,3.9,(677),Medical Equipment | Hyderabad +46 other locations
Writer Corporation,3.4,(677),Logistics | Mumbai +83 other locations
InternEzy,4.9,(677),EdTech | Chennai +6 other locations
Medtronic,3.9,(677),Medical Equipment | Hyderabad +46 other locations
Solv,3.5,(677),Internet | Bengaluru +142 other locations
CtrlS,3.6,(677),IT Services & Consulting | Hyderabad +17 other locations
Neeyamo Enterprise Solutions,3.6,(676),Pune +10 other locations
Government of India,4.2,(676),Government | New Delhi +159 other locations
Jubilant Ingrevia,3.8,(676),Chemicals | Bharuch +33 other locations
VRL Logistics,3.7,(676),Logistics | Bengaluru +118 other locations
JSW Energy,4.1,(675),Power | Mumbai +76 other locations
Autoliv,4.0,(675),Auto Components | Bengaluru +23 other locations
TVS Electronics,3.8,(675),Electronics Manufacturing | Chennai +73 other locations
Livpure,3.9,(675),Consumer Electronics & Appliances | Gurugram +82 other locations
Vizag Steel,4.0,(675),Iron & Steel | Visakhapatnam +29 other locations
ChannelPlay,3.8,(673),Marketing & Advertising | Gurugram +93 other locations
PPG Asian Paints,3.9,(673),Chemicals | Mumbai +56 other locations
Leverage Edu,4.1,(673),EdTech | Noida +22 other locations
Emami Agrotech,3.9,(672),Food Processing | Kolkata +65 other locations
Rane NSK Steering Systems,4.0,(672),Auto Components | Chennai +26 other locations
Snapdeal,3.8,(671),Internet | Gurugram +31 other locations
Nephroplus,3.8,(671),Healthcare | Hyderabad +112 other locations
BASF,4.2,(671),Chemicals | Mumbai +92 other locations
DAV Public School,4.0,(670),Education & Training | New Delhi +154 other locations
Surya Roshni,4.1,(670),Building Material | New Delhi +73 other locations
Blue Yonder,3.6,(670),Software Product | Bengaluru +13 other locations
Nomura Holdings,3.7,(670),Investment Banking / Venture Capital / Private Equity | Mumbai +11 other locations
NextComm Corporation,4.8,(669),Software Product | Bengaluru +8 other locations
Shalby Hospitals,4.2,(669),Healthcare | Ahmedabad +23 other locations
YOKOGAWA,3.7,(669),Industrial Automation | Bengaluru +24 other locations
Orient Technologies,3.7,(669),IT Services & Consulting | Mumbai +50 other locations
Quess IT Staffing Solutions,3.1,(671),Bengaluru +55 other locations
Dodla Dairy,4.2,(669),Food Processing | Hyderabad +73 other locations
Bridgestone - Global Capability Center,4.0,(668),Auto Components | Pune +61 other locations
Dhanuka Agritech,3.7,(667),Agro Chemicals | Gurugram +108 other locations
L&T Power,3.9,(667),Power | Vadodara +98 other locations
EPL Limited,3.8,(666),Packaging | Mumbai +35 other locations
Redington,4.0,(666),Hardware & Networking | Chennai +48 other locations
Future Supply Chain Solutions,4.4,(666),Logistics | Nagpur +70 other locations
Lohia Corp,4.0,(666),Industrial Machinery | Kanpur +21 other locations
SG Analytics,2.6,(666),Analytics & KPO | Pune +12 other locations
Lionbridge Technologies,3.6,(665),Content Development | Mumbai +14 other locations
Quislex Legal Services,4.0,(664),Legal | Hyderabad +11 other locations
Kissht Finance,3.9,(663),FinTech | Mumbai +91 other locations
Capco Technologies,3.7,(663),IT Services & Consulting | Bengaluru +17 other locations
TransUnion,3.6,(662),Financial Services | Chennai +10 other locations
R.S. Infraprojects,4.0,(662),Engineering & Construction | Noida +97 other locations
Progressive Infovision,3.8,(661),Recruitment | New Delhi +78 other locations
MPS Limited,3.5,(661),Content Development | Dehradun +24 other locations
Triveni Engineering & Industries,4.1,(660),Food Processing | Noida +57 other locations
Housing.com,3.6,(660),Internet | Gurugram +43 other locations
Kutumbh Care,4.0,(660),Recruitment | Noida +161 other locations
Mahindra Integrated Business Solutions,3.4,(659),BPO | Mumbai +84 other locations
Osource Global,3.5,(661),BPO | Mumbai +25 other locations
Vasudha Pharma Chem,4.0,(657),Pharma | Visakhapatnam +9 other locations
Technotask Business Solutions,3.5,(677),BPO | Bhopal +20 other locations
Corteva Agriscience,4.2,(657),Agro Chemicals | Hyderabad +106 other locations
Saint Gobain Glass,3.8,(656),Building Material | Chennai +56 other locations
Ingram Micro,3.6,(656),IT Services & Consulting | Mumbai +47 other locations
Omaxe,4.2,(655),Real Estate | New Delhi +24 other locations
Epicenter Technologies,3.4,(655),BPO | Mumbai +8 other locations
Qatar Airways,3.5,(655),Aviation | Ahmedabad +28 other locations
Cogoport,3.2,(655),Internet | Mumbai +13 other locations
Tejas Networks,3.7,(655),Hardware & Networking | Bengaluru +35 other locations
Videocon d2h,3.8,(654),Internet | New Delhi +118 other locations
Wissen Infotech,3.6,(654),IT Services & Consulting | Bengaluru +15 other locations
Neurealm,3.4,(654),IT Services & Consulting | Chennai +14 other locations
Optimum Infosystem,3.3,(653),IT Services & Consulting | Chennai +17 other locations
Licious,3.6,(653),Internet | Bengaluru +38 other locations
PeopleStrong,3.4,(652),Recruitment | Gurugram +20 other locations
SMC Global Securities,3.4,(651),Financial Services | New Delhi +89 other locations
Elite Elevators,4.1,(652),Industrial Machinery | Chennai +41 other locations
Celebi Aviation Holding,4.0,(651),Aviation | New Delhi +18 other locations
Healthians,4.1,(651),Internet | Gurugram +49 other locations
PCBL Chemical Limited,3.9,(650),Petrochemicals | Vadodara +24 other locations
Indorama,3.9,(650),Agro Chemicals | Haldia +45 other locations
CJ Darcl Logistics Limited,3.9,(649),Logistics | Gurugram +82 other locations
Sandvik Asia,4.0,(649),Industrial Machinery | Pune +37 other locations
JoulestoWatts Business Solutions,3.5,(649),IT Services & Consulting | Bengaluru +16 other locations
HCL Healthcare,4.6,(648),Healthcare | Noida +40 other locations
Welspun World,3.6,(648),Building Material | Anjar +51 other locations
CSC,3.5,(648),Financial Services | Bengaluru +24 other locations
Marlabs,3.5,(647),IT Services & Consulting | Bengaluru +12 other locations
Krsnaa Diagnostics,3.6,(647),Healthcare | Pune +96 other locations
BankBazaar,3.3,(647),FinTech | Chennai +15 other locations
TIAA Global Business Services,3.8,(647),Financial Services | Pune +10 other locations
Magic Edtech,3.6,(645),IT Services & Consulting | Noida +11 other locations
TCI Express,3.9,(645),Logistics | Gurugram +79 other locations
DeHaat,3.6,(645),Internet | Gurugram +116 other locations
Sintex BAPL,3.6,(644),Petrochemicals | Ahmedabad +70 other locations
My Home Industries,4.0,(644),Building Material | Hyderabad +68 other locations
Data Entry,4.3,(644),BPO | New Delhi +112 other locations
Magic Bus India Foundation,3.8,(644),Non-Profit | Mumbai +76 other locations
Shivalik Small Finance Bank,3.8,(643),Banking | Noida +39 other locations
Nihilent,3.2,(643),IT Services & Consulting | Pune +8 other locations
Quality Austria Central Asia,3.5,(643),Other | New Delhi +74 other locations
Tata Power Delhi Distribution,3.8,(642),Power | New Delhi +32 other locations
Yatra,3.2,(642),Travel & Tourism | Gurugram +20 other locations
Fiat India Automobiles,3.6,(642),Automobile | Pune +23 other locations
Uno Mindarika,4.0,(642),Auto Components | Gurugram +26 other locations
Forbes Marshall,3.9,(641),Industrial Machinery | Pune +24 other locations
Narayana e-Techno School,3.6,(640),Education & Training | Bengaluru +104 other locations
Times Group,3.8,(640),Printing & Publishing | Mumbai +48 other locations
Centaur Pharmaceuticals,3.5,(638),Pharma | Pune +66 other locations
Talentpro,3.8,(638),Recruitment | Chennai +127 other locations
Alshaya Group,3.8,(637),Retail | Bengaluru +29 other locations
Inspirisys Solution,3.7,(637),IT Services & Consulting | Chennai +56 other locations
Pennar Industries,3.4,(636),Engineering & Construction | Hyderabad +31 other locations
NICE,3.5,(636),Software Product | Pune +15 other locations
Carrier,3.7,(636),Industrial Machinery | Hyderabad +51 other locations
The Lalit,3.5,(635),Hospitality | New Delhi +32 other locations
Ramboll,4.0,(635),Engineering & Construction | Gurugram +31 other locations
ANAROCK Property Consultants,3.6,(635),Real Estate | Mumbai +31 other locations
Encore Capital Group,3.9,(633),IT Services & Consulting | Gurugram +4 other locations
ICA Edu Skills,3.8,(633),Education & Training | Kolkata +118 other locations
bp,3.7,(633),Oil & Gas | Pune +13 other locations
GKN,3.8,(631),Defence & Aerospace | Pune +29 other locations
Welspun Corp,4.0,(631),Iron & Steel | Anjar +31 other locations
FCC Clutch,3.8,(630),Auto Components | Gurugram +26 other locations
Continental,3.6,(630),Auto Components | Bengaluru +50 other locations
Khazana Jewellery,3.9,(630),Jewellery | Chennai +53 other locations
Corporate Infotech,3.7,(629),IT Services & Consulting | New Delhi +53 other locations
Surin Automotive,3.8,(629),Industrial Machinery | Pune +22 other locations
Mount Litera Zee School,3.7,(629),Education & Training | Bengaluru +123 other locations
Philips Innovation Campus,3.7,(629),Software Product | Bengaluru +20 other locations
Hetero Healthcare,3.6,(629),Pharma | Hyderabad +77 other locations
3M,4.0,(628),Electronics Manufacturing | Bengaluru +53 other locations
Vikram Solar,3.6,(628),Power | Kolkata +43 other locations
Ferrero,3.9,(628),Food Processing | Pune +101 other locations
Impetus Technologies,3.4,(628),IT Services & Consulting | Indore +14 other locations
NRB Bearings,4.1,(627),Auto Components | Chhatrapati Sambhajinagar +21 other locations
Crowne Plaza,4.1,(626),Hospitality | New Delhi +37 other locations
B.L. Kashyap & Sons,3.8,(626),Engineering & Construction | Bengaluru +25 other locations
NoBrokerHood,2.8,(626),Software Product | Bengaluru +33 other locations
Electrotherm,4.2,(626),Iron & Steel | Ahmedabad +41 other locations
Gainwell Commosales,4.0,(625),Industrial Machinery | Kolkata +82 other locations
RealPage,3.6,(625),Software Product | Hyderabad +9 other locations
Danfoss Industries,3.9,(624),Industrial Machinery | Chennai +21 other locations
ExportersIndia,4.9,(625),Internet | New Delhi +2 other locations
Ebixcash Global Services,3.2,(624),BPO | Mumbai +40 other locations
TDS Lithium-Ion Battery,4.2,(623),Auto Components | Ahmedabad +20 other locations
Me n Moms,4.2,(623),Retail | Mumbai +66 other locations
Geojit Financial Services,3.4,(623),Financial Services | Kochi +142 other locations
Karvy Stock Broking,3.6,(622),Hyderabad +106 other locations
Varthana,4.0,(622),NBFC | Bengaluru +80 other locations
Suroj Buildcon,4.1,(622),Engineering & Construction | Pune +48 other locations
MAQ Software,3.3,(622),IT Services & Consulting | Noida +10 other locations
TVS Eurogrip,3.7,(621),Auto Components | Madurai +83 other locations
UKB Electronics Limited,3.6,(620),Electronics Manufacturing | Noida +24 other locations
Avalon Technologies,3.8,(621),Electronics Manufacturing | Chennai +17 other locations
NetConnectGlobal,3.1,(620),IT Services & Consulting | Bengaluru +43 other locations
Tecnimont,3.9,(620),Engineering & Construction | Mumbai +31 other locations
Manjushree Technopack,3.5,(620),Bengaluru +34 other locations
Turbo Energy,4.2,(620),Auto Components | Chennai +25 other locations
Revolut,2.6,(619),FinTech | Bengaluru +20 other locations
Finova Capital,3.8,(619),NBFC | Jaipur +181 other locations
Varun Motors,3.8,(618),Automobile | Hyderabad +42 other locations
Trigent Software,3.4,(618),IT Services & Consulting | Bengaluru +31 other locations
Global Healthcare Billing Partners,3.4,(618),BPO | Chennai +15 other locations
Reliance Jewels,3.8,(617),Jewellery | Mumbai +131 other locations
South Indian Bank,3.3,(617),Banking | Kochi +83 other locations
National Stock Exchange of India,3.6,(617),Financial Services | Mumbai +34 other locations
Careon Healthcare Solutions,3.9,(640),Medical Equipment | Bengaluru +14 other locations
Suraksha Diagnostic,3.7,(616),Healthcare | Kolkata +34 other locations
BDO RISE Private Limited,3.6,(616),Accounting & Auditing | Bengaluru +9 other locations
Airports Authority of India,4.2,(615),Aviation | New Delhi +89 other locations
Sapphire Foods India,3.8,(615),Hospitality | Mumbai +65 other locations
Shivam Autotech,3.6,(614),Auto Components | Gurugram +22 other locations
Collegedunia,3.0,(614),Internet | Gurugram +28 other locations
Sir H. N. Reliance Foundation Hospital and Research,4.3,(614),Healthcare | Mumbai +10 other locations
ACKO,3.5,(614),Insurance | Bengaluru +13 other locations
Kaizen IT Services,3.9,(614),IT Services & Consulting | Kolkata +91 other locations
Pyramid IT Consulting,3.1,(613),Recruitment | Noida +25 other locations
BrightCHAMPS,4.2,(613),EdTech | Bengaluru +28 other locations
Netmeds.com,3.8,(613),Pharma | Chennai +125 other locations
Hitachi Systems Micro Clinic,4.0,(612),IT Services & Consulting | Mumbai +78 other locations
Annalect,3.4,(612),Marketing & Advertising | Bengaluru +14 other locations
Suma Soft,3.5,(612),IT Services & Consulting | Pune +11 other locations
Sigma Engineered Solutions,3.9,(612),Industrial Machinery | Pune +13 other locations
Kajaria Ceramics,3.9,(612),Building Material | New Delhi +83 other locations
IDBI Intech Limited,3.2,(612),IT Services & Consulting | Mumbai +28 other locations
Maharashtra Seamless,3.5,(611),Building Material | Mumbai +25 other locations
Dr. Batras' Positive Health Clinic,3.8,(611),Healthcare | Mumbai +86 other locations
Maharashtra Seamless,3.5,(611),Building Material | Mumbai +25 other locations
Dr. Batras' Positive Health Clinic,3.8,(611),Healthcare | Mumbai +86 other locations
Okaya Power,3.7,(611),Electrical Equipment | New Delhi +88 other locations
Emids Technologies Limited,3.6,(611),IT Services & Consulting | Bengaluru +9 other locations
Monte Carlo,4.2,(610),Fashion & Textile | Ahmedabad +103 other locations
Aster Dm Healthcare,3.7,(610),Healthcare | Bengaluru +40 other locations
ThoughtWorks,3.9,(610),IT Services & Consulting | Bengaluru +11 other locations
EaseMyTrip.com,4.1,(610),Internet | New Delhi +9 other locations
Shriram Automall,4.0,(609),Internet | New Delhi +108 other locations
Central Reserve Police Force,4.6,(609),Government | New Delhi +95 other locations
CSM Technologies,4.0,(609),IT Services & Consulting | Bhubaneswar +22 other locations
Sintex Industries,3.9,(609),Industrial Machinery | Ahmedabad +59 other locations
Nucleus Software Exports,3.4,(609),Software Product | Noida +12 other locations
Sasken,3.6,(609),IT Services & Consulting | Bengaluru +12 other locations
InsuranceDekho,3.5,(608),Internet | Gurugram +83 other locations
Gestamp,3.6,(607),Auto Components | Pune +14 other locations
Hamilton Housewares,3.9,(607),Consumer Electronics & Appliances | Mumbai +54 other locations
SOLAR INDUSTRIES INDIA,3.7,(607),Defence & Aerospace | Nagpur +40 other locations
IRB Infrastructure,3.9,(607),Engineering & Construction | Mumbai +71 other locations
Medcode,3.9,(607),IT Services & Consulting | Hyderabad +10 other locations
Hamilton Housewares,3.9,(607),Consumer Electronics & Appliances | Mumbai +54 other locations
IRB Infrastructure,3.9,(607),Engineering & Construction | Mumbai +71 other locations
MothersonSumi INfotech & Designs,3.4,(606),IT Services & Consulting | Noida +18 other locations
Super Smelters,3.7,(606),Iron & Steel | Asansol +24 other locations
HDFC Asset Management Company,4.1,(606),Financial Services | Mumbai +139 other locations
Ongc Petro Additions,4.0,(606),Petrochemicals | Bharuch +30 other locations
Holiday Inn,4.0,(605),Hospitality | New Delhi +61 other locations
Mavenir Systems,3.3,(605),IT Services & Consulting | Bengaluru +19 other locations
Fiem Industries,3.6,(605),Auto Components | Hosur +29 other locations
Action Tesa,3.9,(605),Building Material | Sitarganj +60 other locations
Royal Caribbean International,4.2,(604),Sports & Recreation | Mumbai +25 other locations
Einfochips,3.5,(603),IT Services & Consulting | Ahmedabad +13 other locations
Finastra,3.7,(603),Software Product | Bengaluru +13 other locations
Sapiens,3.1,(603),Software Product | Bengaluru +8 other locations
Vedanta Limited,3.7,(603),Metals & Mining | Lanjigarh +53 other locations
Serum Institute of India,4.1,(604),Biotechnology | Pune +26 other locations
Dhani Services,3.7,(603),Mumbai +80 other locations
Carnival Cruise Lines,4.2,(603),Sports & Recreation | Mumbai +31 other locations
Agrostar,4.0,(602),Internet | Pune +51 other locations
Family Health Plan,3.7,(602),Insurance | Hyderabad +36 other locations
Agrostar,4.0,(602),Internet | Pune +51 other locations
ITC Limited Foods Division,3.9,(601),Food Processing | Bengaluru +75 other locations
Belstar Microfinance,4.0,(601),NBFC | Chennai +218 other locations
Royaloak Incorporation,3.7,(601),Furniture & Furnishing | Bengaluru +47 other locations
Polaris Consulting,4.1,(600),IT Services & Consulting | Hyderabad +18 other locations
Jain Irrigation Systems,3.7,(600),Agriculture | Jalgaon +88 other locations
Godrej Industries,4.1,(600),Real Estate | Mumbai +68 other locations
ShareChat,3.6,(600),Internet | Bengaluru +42 other locations
BT E Serv,3.9,(600),BPO | Kolkata +6 other locations
Grab A Grub Services,3.9,(599),Logistics | Mumbai +113 other locations
Schwing Stetter,3.9,(599),Industrial Machinery | Chennai +44 other locations
Renovision Automation Services,3.3,(598),IT Services & Consulting | New Delhi +70 other locations
Columbia Asia,4.6,(598),Healthcare | Bengaluru +19 other locations
Sudarshan Chemical Industries,3.9,(598),Chemicals | Roha +26 other locations
Sanghi Industries,4.0,(598),Building Material | Ahmedabad +31 other locations
Cashify,3.8,(598),Internet | Gurugram +58 other locations
BMC Software,4.0,(598),Software Product | Pune +10 other locations
Motilal Oswal Wealth Management,4.4,(598),Financial Services | Mumbai +25 other locations
Kirloskar Ferrous Industries,3.6,(598),Iron & Steel | Koppal +22 other locations
Rocket India,4.0,(596),Financial Services | Chennai +11 other locations
Blackrock,3.5,(595),Financial Services | Gurugram +18 other locations
Ugam Solution,3.6,(595),IT Services & Consulting | Mumbai +14 other locations
Nspira Management Services,3.7,(594),BPO | Hyderabad +59 other locations
Jayaswal Neco Industries,4.1,(594),Iron & Steel | Raipur +30 other locations
Mrs Bector's Food Specialities,3.9,(594),Food Processing | Greater Noida +86 other locations
Jubilant Agri and Consumer Products,4.0,(594),Chemicals | Gurugram +114 other locations
VDA Infosolutions,3.8,(594),IT Services & Consulting | Pune +34 other locations
Toyoda Gosei Minda,4.2,(592),Auto Components | Neemrana +25 other locations
Finolex Industries,3.6,(599),Building Material | Pune +72 other locations
CSG International,3.5,(593),IT Services & Consulting | Bengaluru +13 other locations
Blackberrys,3.7,(591),Fashion & Textile | Gurugram +92 other locations
DHL Global Forwarding,4.0,(591),Logistics | Chennai +21 other locations
Bridge & Roof Co,3.5,(591),Engineering & Construction | Kolkata +64 other locations
DealShare,3.6,(590),Internet | Bengaluru +44 other locations
IKEA,4.0,(590),Retail | Bengaluru +24 other locations
Myk Laticrete,3.9,(590),Building Material | Hyderabad +86 other locations
United Colors of Benetton,4.3,(589),Fashion & Textile | Gurugram +74 other locations
Hpl Electric & Power,3.7,(589),Electrical Equipment | Gurugram +69 other locations
Inspira Enterprise India Limited,3.6,(588),IT Services & Consulting | Mumbai +36 other locations
Heidelberg Cement,4.1,(588),Building Material | Damoh +78 other locations
Medley Pharmaceuticals,3.9,(587),Pharma | Mumbai +75 other locations
Kellogg,4.2,(587),FMCG | Mumbai +85 other locations
AVTEC,3.5,(586),Auto Components | Hosur +26 other locations
HLL Lifecare,3.7,(586),Healthcare | Thiruvananthapuram +115 other locations
Saudi Aramco,4.5,(586),Oil & Gas | Mumbai +38 other locations
Vedang Cellular Services,3.8,(586),Telecom | Mumbai +68 other locations
Bharat Biotech International,3.1,(586),Biotechnology | Hyderabad +29 other locations
SIS Prosegur Holdings,3.4,(586),Law Enforcement & Security | New Delhi +92 other locations
Pathkind Diagnostics Private Limited,4.0,(586),Healthcare | New Delhi +97 other locations
Excitel Broadband,3.6,(585),Telecom | New Delhi +43 other locations
Maxicus,4.0,(584),BPO | Vadodara +15 other locations
Coal India,4.0,(584),Metals & Mining | Kolkata +62 other locations
Ofbusiness,3.0,(584),Internet | Gurugram +41 other locations
Vadilal Industries,4.1,(584),FMCG | Ahmedabad +84 other locations
IDP Education Limited,3.6,(584),Education & Training | Chennai +50 other locations
Avaada Group,4.3,(582),Power | Noida +66 other locations
Varindera Constructions,4.4,(582),Engineering & Construction | New Delhi +26 other locations
Kiya.ai,3.8,(582),IT Services & Consulting | Mumbai +18 other locations
Eli Lilly and Company,3.4,(582),Pharma | Bengaluru +18 other locations
Anmol Industries,3.9,(582),FMCG | Kolkata +87 other locations
Consulting Engineers Group,4.1,(582),Engineering & Construction | Jaipur +70 other locations
Affinity Express,2.8,(581),Marketing & Advertising | Pune +12 other locations
Sterling Oil Exploration & Energy Production,3.5,(581),Oil & Gas | Lagos +22 other locations
Ascent HR Technologies Private Limited,3.7,(580),Software Product | Bengaluru +15 other locations
Efs Facilities Services,3.7,(580),Facility Management Services | New Delhi +59 other locations
EdgeVerve Systems,3.3,(579),Software Product | Bengaluru +15 other locations
Jubilant Generics,4.0,(579),Pharma | Roorkee +24 other locations
BEML,3.8,(579),Industrial Machinery | Bengaluru +36 other locations
APL Apollo Tubes,4.0,(579),Iron & Steel | Raipur +47 other locations
Infinity Learn,4.2,(579),EdTech | Hyderabad +18 other locations
Quest Retail Private Limited,4.1,(578),Retail | Gurugram +64 other locations
Pamac Finserve,3.2,(578),BPO | Mumbai +59 other locations
Hilton,4.1,(578),Hospitality | Bengaluru +40 other locations
Hettich,3.7,(577),Furniture & Furnishing | Mumbai +45 other locations
Capital Numbers Infotech,4.2,(577),IT Services & Consulting | Kolkata +9 other locations
Micromax Informatics,3.9,(577),Consumer Electronics & Appliances | New Delhi +119 other locations
Accion Labs,3.5,(576),IT Services & Consulting | Bengaluru +13 other locations
PTC,4.2,(576),Software Product | Pune +40 other locations
Wood Group,3.8,(575),Engineering & Construction | Chennai +29 other locations
Cvent,3.2,(575),Software Product | Gurugram +9 other locations
Orra Fine Jewellery,3.5,(574),Jewellery | Mumbai +51 other locations
Jindal Poly Films,3.6,(574),Packaging | Nashik +19 other locations
NLC India Limited,4.4,(574),Metals & Mining | Neyveli +26 other locations
Lulu International Shopping Mall,3.7,(574),Retail | Lucknow +41 other locations
GAMMON INDIA,3.7,(574),Engineering & Construction | Mumbai +71 other locations
Gandhi Automations,4.0,(573),Industrial Machinery | Mumbai +24 other locations
Dr. Reddy's Foundation,3.7,(573),Non-Profit | Hyderabad +88 other locations
The Saraswat Co-operative Bank,3.2,(573),Banking | Mumbai +34 other locations
Apitoria Pharma,4.2,(573),Pharma | Hyderabad +12 other locations
Colt Technology Services,4.2,(573),Hardware & Networking | Gurugram +13 other locations
Vyapar,3.5,(572),Software Product | Bengaluru +39 other locations
PureSoftware,2.9,(572),Software Product | Noida +11 other locations
Army Public School,4.0,(572),Education & Training | New Delhi +96 other locations
Axiscades,3.1,(572),IT Services & Consulting | Bengaluru +12 other locations
Maharashtra State Electricity Distribution Company,4.2,(572),Power | Pune +91 other locations
HashedIn by Deloitte,4.0,(571),IT Services & Consulting | Bengaluru +16 other locations
Perficient,3.7,(571),IT Services & Consulting | Chennai +11 other locations
AVEVA,4.0,(571),Software Product | Hyderabad +14 other locations
PayU Payments,3.3,(570),FinTech | Gurugram +22 other locations
AVIOM,4.0,(570),NBFC | New Delhi +188 other locations
Crystal Crop Protection,3.9,(570),Agro Chemicals | New Delhi +89 other locations
HBL Power Systems,4.0,(569),Electrical Equipment | Hyderabad +49 other locations
WayCool Foods and Products,3.4,(569),FMCG | Chennai +42 other locations
Fenesta Building Systems,4.0,(568),Building Material | Gurugram +74 other locations
TSYS|Total System Services,4.1,(568),FinTech | Pune +10 other locations
Damco Solutions,3.5,(568),IT Services & Consulting | Noida +22 other locations
Jaipur Rugs,4.3,(568),Fashion & Textile | Jaipur +20 other locations
Amway India Enterprises,4.1,(567),Fitness & Wellness | Gurugram +80 other locations
Applied Materials,3.7,(567),Semiconductors | Bengaluru +11 other locations
Aurionpro Solutions,3.5,(567),Software Product | Mumbai +49 other locations
J K Fenner,3.9,(566),Engineering & Construction | Chennai +56 other locations
Alcon,3.8,(566),Medical Equipment | Bengaluru +38 other locations
SoftAge Information Technology,3.6,(565),IT Services & Consulting | Gurugram +126 other locations
Country Delight,3.8,(565),Food Processing | Gurugram +35 other locations
Dishman Carbogen Amcis,3.6,(565),Pharma | Ahmedabad +15 other locations
Pinnacle Infotech,3.4,(565),IT Services & Consulting | Durgapur +19 other locations
FNP,3.7,(565),Retail | New Delhi +19 other locations
McCain Foods,4.1,(565),FMCG | Mahesana +74 other locations
Expleo Group,3.4,(564),IT Services & Consulting | Pune +9 other locations
Transport Corporation Of India,3.8,(564),Logistics | Gurugram +81 other locations
Maxop Engineering Co.,4.1,(564),Auto Components | Gurugram +15 other locations
Baker Hughes,4.1,(563),Oil & Gas | Bengaluru +38 other locations
Prochant,3.9,(563),Analytics & KPO | Chennai +9 other locations
Allianz Services,4.2,(563),Insurance | Thiruvananthapuram +13 other locations
Iron Mountain Inc,3.8,(563),IT Services & Consulting | Bengaluru +49 other locations
Levi Strauss & Co.,4.2,(562),Fashion & Textile | Bengaluru +80 other locations
Empower,4.0,(561),Financial Services | Bengaluru +12 other locations
Kauvery Hospital,4.0,(561),Healthcare | Chennai +21 other locations
C5i,4.2,(560),Analytics & KPO | Bengaluru +16 other locations
Toyota Industries Engine India,4.3,(559),Auto Components | Bengaluru +15 other locations
United Spirits,4.1,(559),Beverage | Bengaluru +95 other locations
Voyants Solutions,3.8,(559),Engineering & Construction | Gurugram +94 other locations
Paras Dairy,3.4,(558),Food Processing | New Delhi +59 other locations
Wow Momo Foods,3.6,(558),Hospitality | Kolkata +53 other locations
HUDL,3.2,(558),Software Product | Mumbai +17 other locations
Toothsi,2.7,(557),Internet | Mumbai +19 other locations
BAXY,4.0,(573),Auto Components | Bhiwadi +38 other locations
Andritz Hydro Location India,3.8,(557),Chennai +28 other locations
Lear Corporation,4.0,(557),Auto Components | Pune +19 other locations
ArcelorMittal,4.1,(556),Iron & Steel | Surat +49 other locations
Genesys International Corporation,3.4,(556),IT Services & Consulting | Mumbai +15 other locations
Herbalife International,4.0,(556),Healthcare | Bengaluru +85 other locations
Solara Active Pharma Sciences,3.7,(556),Pharma | Visakhapatnam +19 other locations
Paramount Health Services Tpa,3.8,(556),Insurance | Mumbai +40 other locations
UTL Solar,3.7,(556),Electronics Manufacturing | New Delhi +78 other locations
DB Schenker,4.3,(556),Logistics | Gurugram +40 other locations
QSpiders,3.7,(555),Education & Training | Bengaluru +26 other locations
Congruex Asia Pacific,3.7,(555),Engineering & Construction | Sahibzada Ajit Singh Nagar +24 other locations
Matrimonialsindia,4.9,(556),Internet | New Delhi
Courtyard by Marriott,4.2,(554),Hospitality | Mumbai +41 other locations
Renault,4.1,(554),Automobile | Chennai +149 other locations
BUSINESSNEXT,3.5,(554),Software Product | Noida +9 other locations
MITS Global Consulting,4.5,(554),Recruitment | Mumbai +12 other locations
"DATAMARK, Inc.",3.5,(553),BPO | Chennai +13 other locations
Z X Learning,4.3,(553),EdTech | Lucknow +89 other locations
Mahendra NextWealth IT,3.4,(552),IT Services & Consulting | Salem +26 other locations
Laxmi Organic Industries,3.9,(552),Chemicals | Mahad +18 other locations
Bajaj Consumer Care,3.8,(551),FMCG | Mumbai +111 other locations
